"","centroid","new_type","new_class","source","origin"
"7282","orfs-translated_UCJL01000005.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7283","orfs-translated_UCJU01000028.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7284","orfs-translated_UCKS01000028.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7285","orfs-translated_UCNP01000023.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7286","orfs-translated_UCMR01000003.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7287","orfs-translated_UCOI01000036.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7288","orfs-translated_UCNG01000025.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7289","orfs-translated_UDVO01000144.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","established"
"7290","orfs-translated_UFFB01000107.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7291","orfs-translated_UFQB01000022.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7292","orfs-translated_UQDH01000020.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7293","orfs-translated_USOX01000023.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7294","orfs-translated_UTWE01000107.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7295","orfs-translated_UWYY01000018.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7296","orfs-translated_UWYY01000049.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7297","orfs-translated_UYJA01000001.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7298","orfs-translated_CAAAHU010000003.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7299","orfs-translated_CAAAHY010000015.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7300","orfs-translated_CAAAIC010000004.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7301","orfs-translated_CAAAID010000005.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7302","orfs-translated_CAAAIF010000002.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7303","orfs-translated_CAAAIH010000001.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7304","orfs-translated_CAAAIM010000004.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7305","orfs-translated_CAAAIU010000005.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7306","orfs-translated_CAAAIW010000006.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7307","orfs-translated_CAAAJC010000031.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7308","orfs-translated_CAACUZ010000026.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7309","orfs-translated_CAACYD010000006.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7310","orfs-translated_CAADFC020000021.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7311","orfs-translated_CAADGR010000013.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7312","orfs-translated_CAADGU010000373.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7313","orfs-translated_CAADIX010000008.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7314","orfs-translated_CABHRG010000757.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","established"
"7315","orfs-translated_CABKVA010000005.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7316","orfs-translated_CABMKW010000019.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7317","orfs-translated_CABHOQ010000024.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7318","orfs-translated_CABHOQ010000059.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7319","orfs-translated_CABHUO010000307.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7320","orfs-translated_CABHYC010000032.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7321","orfs-translated_AM236080.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7322","orfs-translated_CP000269.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7323","orfs-translated_CP000580.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7324","orfs-translated_CP000633.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7325","orfs-translated_CP000804.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7326","orfs-translated_CP000826.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7327","orfs-translated_CP001114.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7328","orfs-translated_CP001656.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7329","orfs-translated_CP001778.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7330","orfs-translated_CP001826.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7331","orfs-translated_AM743169.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","established"
"7332","orfs-translated_CP000133.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7333","orfs-translated_CP002475.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7334","orfs-translated_CP002476.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7335","orfs-translated_CP002638.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7336","orfs-translated_CP003555.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7337","orfs-translated_CP023202.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7338","orfs-translated_CP023202.1_seq2_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7339","orfs-translated_FQ859184.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7340","orfs-translated_CP003219.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7341","orfs-translated_CP007035.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7342","orfs-translated_CP002191.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7343","orfs-translated_CP005960.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7344","orfs-translated_CP013738.1_seq2_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7345","orfs-translated_CP002734.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7346","orfs-translated_CP003078.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7347","orfs-translated_CP003942.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7348","orfs-translated_CP004018.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7349","orfs-translated_CP017432.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7350","orfs-translated_CP004143.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7351","orfs-translated_CP005080.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7352","orfs-translated_AP013068.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7353","orfs-translated_CP006252.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7354","orfs-translated_CP007067.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7355","orfs-translated_CP003915.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7356","orfs-translated_CP006850.1_seq2_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7357","orfs-translated_CP009706.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7358","orfs-translated_CP007139.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7359","orfs-translated_CP007161.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7360","orfs-translated_CP013745.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7361","orfs-translated_CP009451.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7362","orfs-translated_CP009280.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7363","orfs-translated_CP009282.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7364","orfs-translated_CP009438.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7365","orfs-translated_CP009438.1_seq3_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7366","orfs-translated_CP010028.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7367","orfs-translated_AP014522.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7368","orfs-translated_CP010892.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7369","orfs-translated_CP011005.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7370","orfs-translated_CP007699.2_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7371","orfs-translated_LN614827.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7372","orfs-translated_LN681225.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7373","orfs-translated_CP010803.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7374","orfs-translated_CP011058.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7375","orfs-translated_CP013119.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7376","orfs-translated_CP009922.3_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7377","orfs-translated_CP009922.3_seq2_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7378","orfs-translated_CP011773.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7379","orfs-translated_CP010423.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7380","orfs-translated_CP011300.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7381","orfs-translated_CP012150.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7382","orfs-translated_CP012070.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7383","orfs-translated_CP012945.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7384","orfs-translated_CP013743.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7385","orfs-translated_CP013910.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7386","orfs-translated_CP014343.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7387","orfs-translated_CP016279.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7388","orfs-translated_CP014030.2_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7389","orfs-translated_CP014275.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7390","orfs-translated_CP015005.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7391","orfs-translated_CP015378.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7392","orfs-translated_CP016761.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7393","orfs-translated_CP015596.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7394","orfs-translated_CP015772.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7395","orfs-translated_CP011566.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7396","orfs-translated_CP015866.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7397","orfs-translated_CP013557.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7398","orfs-translated_CP013630.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7399","orfs-translated_CP015124.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7400","orfs-translated_CP016282.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7401","orfs-translated_CP016438.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7402","orfs-translated_CP016438.1_seq2_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7403","orfs-translated_CP014989.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7404","orfs-translated_CP014597.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7405","orfs-translated_CP016450.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7406","orfs-translated_CP017157.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7407","orfs-translated_CP014859.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7408","orfs-translated_CP018043.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7409","orfs-translated_CP018135.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7410","orfs-translated_CP016076.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7411","orfs-translated_CP019312.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7412","orfs-translated_CP019724.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7413","orfs-translated_CP014687.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7414","orfs-translated_CP019798.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7415","orfs-translated_CP019882.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7416","orfs-translated_CP018047.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7417","orfs-translated_CP020039.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7418","orfs-translated_CP020105.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7419","orfs-translated_CP020570.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7420","orfs-translated_CP020569.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7421","orfs-translated_CP020563.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7422","orfs-translated_CP020880.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7423","orfs-translated_CP020892.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7424","orfs-translated_CP021744.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7425","orfs-translated_CP021992.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7426","orfs-translated_CP022437.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7427","orfs-translated_CP022529.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7428","orfs-translated_CP016397.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7429","orfs-translated_CP018866.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7430","orfs-translated_CP014136.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7431","orfs-translated_CP016617.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7432","orfs-translated_CP017940.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7433","orfs-translated_CP022438.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7434","orfs-translated_CP025430.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7435","orfs-translated_CP018898.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7436","orfs-translated_CP025581.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7437","orfs-translated_CP010740.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7438","orfs-translated_CP025990.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7439","orfs-translated_CP025990.1_seq2_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7440","orfs-translated_CP025394.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7441","orfs-translated_CP026747.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7442","orfs-translated_CP026516.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7443","orfs-translated_CP027845.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7444","orfs-translated_CP028158.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7445","orfs-translated_CP028968.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7446","orfs-translated_CP026949.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7447","orfs-translated_CP029141.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7448","orfs-translated_CP029479.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7449","orfs-translated_CP029482.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7450","orfs-translated_CP029481.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7451","orfs-translated_CP029494.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7452","orfs-translated_CP029693.1_seq2_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7453","orfs-translated_CP031264.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7454","orfs-translated_CP030073.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7455","orfs-translated_CP029208.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7456","orfs-translated_CP015163.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7457","orfs-translated_CP030918.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7458","orfs-translated_CP027306.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7459","orfs-translated_CP031145.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7460","orfs-translated_CP031194.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7461","orfs-translated_CP031158.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7462","orfs-translated_CP029608.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7463","orfs-translated_CP031396.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7464","orfs-translated_CP031455.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7465","orfs-translated_CP032266.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7466","orfs-translated_CP032616.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7467","orfs-translated_CP032694.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7468","orfs-translated_CP032690.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7469","orfs-translated_CP032698.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7470","orfs-translated_CP032698.1_seq2_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7471","orfs-translated_CP023407.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7472","orfs-translated_CP033433.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7473","orfs-translated_CP027706.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7474","orfs-translated_CP034437.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7475","orfs-translated_CP034443.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7476","orfs-translated_CP034539.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7477","orfs-translated_AP018005.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7478","orfs-translated_AP018005.1_seq2_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7479","orfs-translated_CP034587.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7480","orfs-translated_CP034593.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7481","orfs-translated_CP029042.1_seq2_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7482","orfs-translated_CP034687.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7483","orfs-translated_CP034767.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7484","orfs-translated_CP027114.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7485","orfs-translated_CP028834.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7486","orfs-translated_CP035300.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7487","orfs-translated_CP027218.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7488","orfs-translated_CP029562.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7489","orfs-translated_CP035758.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7490","orfs-translated_CP035758.1_seq2_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7491","orfs-translated_CP035952.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7492","orfs-translated_CP036164.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7493","orfs-translated_CP037864.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7494","orfs-translated_CP038213.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7495","orfs-translated_CP038254.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7496","orfs-translated_CP038267.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7497","orfs-translated_CP029710.1_seq2_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7498","orfs-translated_CP038438.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7499","orfs-translated_CP038469.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7500","orfs-translated_CP038856.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7501","orfs-translated_CP032311.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7502","orfs-translated_CP039371.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7503","orfs-translated_CP039690.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7504","orfs-translated_CP039907.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7505","orfs-translated_CP028083.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7506","orfs-translated_CP040887.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7507","orfs-translated_CP040914.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7508","orfs-translated_CP040932.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7509","orfs-translated_CP040915.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7510","orfs-translated_CP041091.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7511","orfs-translated_CP041305.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7512","orfs-translated_AP019749.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7513","orfs-translated_CP041159.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7514","orfs-translated_CP041616.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7515","orfs-translated_CP041692.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7516","orfs-translated_CP041692.1_seq2_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7517","orfs-translated_CP041692.1_seq3_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7518","orfs-translated_CP041061.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7519","orfs-translated_CP042261.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7520","orfs-translated_CP042266.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7521","orfs-translated_CP042266.1_seq2_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7522","orfs-translated_CP042279.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7523","orfs-translated_CP042304.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7524","orfs-translated_CP042436.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7525","orfs-translated_CP043043.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7526","orfs-translated_LT549889.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7527","orfs-translated_LT828648.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7528","orfs-translated_LR134447.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7529","orfs-translated_LR134451.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7530","orfs-translated_LR215973.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7531","orfs-translated_LR632929.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7532","orfs-translated_LR699119.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7533","orfs-translated_CUAH01000267.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7534","orfs-translated_LGXZ01000001.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7535","orfs-translated_CWKH01000001.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7536","orfs-translated_CWNZ01000034.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","established"
"7537","orfs-translated_CVRL01000001.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7538","orfs-translated_KQ410708.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7539","orfs-translated_LHVN01000027.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7540","orfs-translated_LGUS01000189.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7541","orfs-translated_LGUU01000183.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7542","orfs-translated_KQ434757.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7543","orfs-translated_KQ434760.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7544","orfs-translated_CP012601.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7545","orfs-translated_CP012602.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7546","orfs-translated_LGDY01000165.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7547","orfs-translated_LGEC01000137.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7548","orfs-translated_LGDB01000249.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7549","orfs-translated_LGDE01000315.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7550","orfs-translated_LGDG01000123.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7551","orfs-translated_LGDG01000246.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7552","orfs-translated_LGDG01000269.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7553","orfs-translated_LGDW01000003.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7554","orfs-translated_LGDW01000024.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7555","orfs-translated_LGDW01000044.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
"7556","orfs-translated_LGDV01000209.1_seq1_1@@@aph6","aminoglycoside","aph6","fargene","latent"
